EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,COLLATION_NAME,NUMERIC_PRECISION,DATETIME_PRECISION,CHARACTER_SET_NAME,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,PARTITIONS,0,def,SUBPARTITION_ORDINAL_POSITION,<blank>,NULL,7,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(18),YES,information_schema,select,PARTITIONS,NULL,def,PARTITION_METHOD,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,54,18
<blank>,varchar,<blank>,varchar(12),YES,information_schema,select,PARTITIONS,NULL,def,SUBPARTITION_METHOD,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,36,12
<blank>,longtext,<blank>,longtext,YES,information_schema,select,PARTITIONS,NULL,def,PARTITION_EXPRESSION,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,information_schema,select,PARTITIONS,NULL,def,SUBPARTITION_EXPRESSION,<blank>,NULL,11,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,information_schema,select,PARTITIONS,NULL,def,PARTITION_DESCRIPTION,<blank>,NULL,12,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PARTITIONS,0,def,TABLE_ROWS,<blank>,0,13,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PARTITIONS,0,def,AVG_ROW_LENGTH,<blank>,0,14,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PARTITIONS,0,def,DATA_LENGTH,<blank>,0,15,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,PARTITIONS,0,def,MAX_DATA_LENGTH,<blank>,NULL,16,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PARTITIONS,0,def,INDEX_LENGTH,<blank>,0,17,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PARTITIONS,0,def,DATA_FREE,<blank>,0,18,NULL,20,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,PARTITIONS,NULL,def,CREATE_TIME,<blank>,NULL,19,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,PARTITIONS,NULL,def,UPDATE_TIME,<blank>,NULL,20,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,PARTITIONS,NULL,def,CHECK_TIME,<blank>,NULL,21,NULL,NULL,0,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,PARTITIONS,0,def,CHECKSUM,<blank>,NULL,22,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(80),NO,information_schema,select,PARTITIONS,NULL,def,PARTITION_COMMENT,<blank>,<blank>,23,utf8_general_ci,NULL,NULL,utf8,240,80
<blank>,varchar,<blank>,varchar(12),NO,information_schema,select,PARTITIONS,NULL,def,NODEGROUP,<blank>,<blank>,24,utf8_general_ci,NULL,NULL,utf8,36,12
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,PARTITIONS,NULL,def,TABLESPACE_NAME,<blank>,NULL,25,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,PLUGINS,NULL,def,PLUGIN_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(20),NO,information_schema,select,PLUGINS,NULL,def,PLUGIN_VERSION,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,60,20
<blank>,varchar,<blank>,varchar(10),NO,information_schema,select,PLUGINS,NULL,def,PLUGIN_STATUS,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,30,10
<blank>,varchar,<blank>,varchar(80),NO,information_schema,select,PLUGINS,NULL,def,PLUGIN_TYPE,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,240,80
<blank>,varchar,<blank>,varchar(20),NO,information_schema,select,PLUGINS,NULL,def,PLUGIN_TYPE_VERSION,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,60,20
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,PLUGINS,NULL,def,PLUGIN_LIBRARY,<blank>,NULL,6,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(20),YES,information_schema,select,PLUGINS,NULL,def,PLUGIN_LIBRARY_VERSION,<blank>,NULL,7,utf8_general_ci,NULL,NULL,utf8,60,20
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,PLUGINS,NULL,def,PLUGIN_AUTHOR,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,longtext,<blank>,longtext,YES,information_schema,select,PLUGINS,NULL,def,PLUGIN_DESCRIPTION,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(80),YES,information_schema,select,PLUGINS,NULL,def,PLUGIN_LICENSE,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,240,80
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,PLUGINS,NULL,def,LOAD_OPTION,<blank>,<blank>,11,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,PROCESSLIST,0,def,ID,<blank>,0,1,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(16),NO,information_schema,select,PROCESSLIST,NULL,def,USER,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,48,16
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,PROCESSLIST,NULL,def,HOST,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,PROCESSLIST,NULL,def,DB,<blank>,NULL,4,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(16),NO,information_schema,select,PROCESSLIST,NULL,def,COMMAND,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,48,16
<blank>,int,<blank>,int(7),NO,information_schema,select,PROCESSLIST,0,def,TIME,<blank>,0,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,PROCESSLIST,NULL,def,STATE,<blank>,NULL,7,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,longtext,<blank>,longtext,YES,information_schema,select,PROCESSLIST,NULL,def,INFO,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,int,<blank>,int(20),NO,information_schema,select,PROFILING,0,def,QUERY_ID,<blank>,0,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),NO,information_schema,select,PROFILING,0,def,SEQ,<blank>,0,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(30),NO,information_schema,select,PROFILING,NULL,def,STATE,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,90,30
<blank>,decimal,<blank>,"decimal(9,6)",NO,information_schema,select,PROFILING,6,def,DURATION,<blank>,0.000000,4,NULL,9,NULL,NULL,NULL,NULL
<blank>,decimal,<blank>,"decimal(9,6)",YES,information_schema,select,PROFILING,6,def,CPU_USER,<blank>,NULL,5,NULL,9,NULL,NULL,NULL,NULL
<blank>,decimal,<blank>,"decimal(9,6)",YES,information_schema,select,PROFILING,6,def,CPU_SYSTEM,<blank>,NULL,6,NULL,9,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,CONTEXT_VOLUNTARY,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,CONTEXT_INVOLUNTARY,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,BLOCK_OPS_IN,<blank>,NULL,9,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,BLOCK_OPS_OUT,<blank>,NULL,10,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,MESSAGES_SENT,<blank>,NULL,11,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,MESSAGES_RECEIVED,<blank>,NULL,12,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,PAGE_FAULTS_MAJOR,<blank>,NULL,13,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,PAGE_FAULTS_MINOR,<blank>,NULL,14,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,SWAPS,<blank>,NULL,15,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(30),YES,information_schema,select,PROFILING,NULL,def,SOURCE_FUNCTION,<blank>,NULL,16,utf8_general_ci,NULL,NULL,utf8,90,30
<blank>,varchar,<blank>,varchar(20),YES,information_schema,select,PROFILING,NULL,def,SOURCE_FILE,<blank>,NULL,17,utf8_general_ci,NULL,NULL,utf8,60,20
<blank>,int,<blank>,int(20),YES,information_schema,select,PROFILING,0,def,SOURCE_LINE,<blank>,NULL,18,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,CONSTRAINT_CATALOG,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,CONSTRAINT_SCHEMA,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,CONSTRAINT_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_CATALOG,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_SCHEMA,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_NAME,<blank>,NULL,6,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,MATCH_OPTION,<blank>,<blank>,7,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UPDATE_RULE,<blank>,<blank>,8,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,DELETE_RULE,<blank>,<blank>,9,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,TABLE_NAME,<blank>,<blank>,10,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,REFERENCED_TABLE_NAME,<blank>,<blank>,11,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,ROUTINES,NULL,def,SPECIFIC_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_CATALOG,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_SCHEMA,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_NAME,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(9),NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_TYPE,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,27,9
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,ROUTINES,NULL,def,DATA_TYPE,<blank>,<blank>,6,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,int,<blank>,int(21),YES,information_schema,select,ROUTINES,0,def,CHARACTER_MAXIMUM_LENGTH,<blank>,NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(21),YES,information_schema,select,ROUTINES,0,def,CHARACTER_OCTET_LENGTH,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,ROUTINES,0,def,NUMERIC_PRECISION,<blank>,NULL,9,NULL,20,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(21),YES,information_schema,select,ROUTINES,0,def,NUMERIC_SCALE,<blank>,NULL,10,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,ROUTINES,0,def,DATETIME_PRECISION,<blank>,NULL,11,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,ROUTINES,NULL,def,CHARACTER_SET_NAME,<blank>,NULL,12,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,ROUTINES,NULL,def,COLLATION_NAME,<blank>,NULL,13,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,longtext,<blank>,longtext,YES,information_schema,select,ROUTINES,NULL,def,DTD_IDENTIFIER,<blank>,NULL,14,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(8),NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_BODY,<blank>,<blank>,15,utf8_general_ci,NULL,NULL,utf8,24,8
<blank>,longtext,<blank>,longtext,YES,information_schema,select,ROUTINES,NULL,def,ROUTINE_DEFINITION,<blank>,NULL,16,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,ROUTINES,NULL,def,EXTERNAL_NAME,<blank>,NULL,17,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,ROUTINES,NULL,def,EXTERNAL_LANGUAGE,<blank>,NULL,18,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(8),NO,information_schema,select,ROUTINES,NULL,def,PARAMETER_STYLE,<blank>,<blank>,19,utf8_general_ci,NULL,NULL,utf8,24,8
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,ROUTINES,NULL,def,IS_DETERMINISTIC,<blank>,<blank>,20,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,ROUTINES,NULL,def,SQL_DATA_ACCESS,<blank>,<blank>,21,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,ROUTINES,NULL,def,SQL_PATH,<blank>,NULL,22,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(7),NO,information_schema,select,ROUTINES,NULL,def,SECURITY_TYPE,<blank>,<blank>,23,utf8_general_ci,NULL,NULL,utf8,21,7
<blank>,datetime,<blank>,datetime,NO,information_schema,select,ROUTINES,NULL,def,CREATED,<blank>,0000-00-00 00:00:00,24,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,information_schema,select,ROUTINES,NULL,def,LAST_ALTERED,<blank>,0000-00-00 00:00:00,25,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),NO,information_schema,select,ROUTINES,NULL,def,SQL_MODE,<blank>,<blank>,26,utf8_general_ci,NULL,NULL,utf8,24576,8192
<blank>,longtext,<blank>,longtext,NO,information_schema,select,ROUTINES,NULL,def,ROUTINE_COMMENT,<blank>,NULL,27,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(77),NO,information_schema,select,ROUTINES,NULL,def,DEFINER,<blank>,<blank>,28,utf8_general_ci,NULL,NULL,utf8,231,77
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,ROUTINES,NULL,def,CHARACTER_SET_CLIENT,<blank>,<blank>,29,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,ROUTINES,NULL,def,COLLATION_CONNECTION,<blank>,<blank>,30,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,ROUTINES,NULL,def,DATABASE_COLLATION,<blank>,<blank>,31,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,SCHEMATA,NULL,def,CATALOG_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,SCHEMATA,NULL,def,SCHEMA_NAME,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,SCHEMATA,NULL,def,DEFAULT_CHARACTER_SET_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,SCHEMATA,NULL,def,DEFAULT_COLLATION_NAME,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(512),YES,information_schema,select,SCHEMATA,NULL,def,SQL_PATH,<blank>,NULL,5,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(81),NO,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,GRANTEE,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,TABLE_CATALOG,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,TABLE_SCHEMA,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,PRIVILEGE_TYPE,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,IS_GRANTABLE,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,SESSION_STATUS,NULL,def,VARIABLE_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,SESSION_STATUS,NULL,def,VARIABLE_VALUE,<blank>,NULL,2,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,SESSION_VARIABLES,NULL,def,VARIABLE_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,SESSION_VARIABLES,NULL,def,VARIABLE_VALUE,<blank>,NULL,2,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,STATISTICS,NULL,def,TABLE_CATALOG,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,STATISTICS,NULL,def,TABLE_SCHEMA,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,STATISTICS,NULL,def,TABLE_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(1),NO,information_schema,select,STATISTICS,0,def,NON_UNIQUE,<blank>,0,4,NULL,19,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,STATISTICS,NULL,def,INDEX_SCHEMA,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,STATISTICS,NULL,def,INDEX_NAME,<blank>,<blank>,6,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(2),NO,information_schema,select,STATISTICS,0,def,SEQ_IN_INDEX,<blank>,0,7,NULL,19,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,STATISTICS,NULL,def,COLUMN_NAME,<blank>,<blank>,8,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(1),YES,information_schema,select,STATISTICS,NULL,def,COLLATION,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,3,1
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,STATISTICS,0,def,CARDINALITY,<blank>,NULL,10,NULL,19,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(3),YES,information_schema,select,STATISTICS,0,def,SUB_PART,<blank>,NULL,11,NULL,19,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),YES,information_schema,select,STATISTICS,NULL,def,PACKED,<blank>,NULL,12,utf8_general_ci,NULL,NULL,utf8,30,10
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,STATISTICS,NULL,def,NULLABLE,<blank>,<blank>,13,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(16),NO,information_schema,select,STATISTICS,NULL,def,INDEX_TYPE,<blank>,<blank>,14,utf8_general_ci,NULL,NULL,utf8,48,16
<blank>,varchar,<blank>,varchar(16),YES,information_schema,select,STATISTICS,NULL,def,COMMENT,<blank>,NULL,15,utf8_general_ci,NULL,NULL,utf8,48,16
<blank>,varchar,<blank>,varchar(1024),NO,information_schema,select,STATISTICS,NULL,def,INDEX_COMMENT,<blank>,<blank>,16,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,TABLES,NULL,def,TABLE_CATALOG,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,TABLES,NULL,def,TABLE_SCHEMA,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,TABLES,NULL,def,TABLE_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,TABLES,NULL,def,TABLE_TYPE,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,TABLES,NULL,def,ENGINE,<blank>,NULL,5,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,VERSION,<blank>,NULL,6,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),YES,information_schema,select,TABLES,NULL,def,ROW_FORMAT,<blank>,NULL,7,utf8_general_ci,NULL,NULL,utf8,30,10
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,TABLE_ROWS,<blank>,NULL,8,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,AVG_ROW_LENGTH,<blank>,NULL,9,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,DATA_LENGTH,<blank>,NULL,10,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,MAX_DATA_LENGTH,<blank>,NULL,11,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,INDEX_LENGTH,<blank>,NULL,12,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,DATA_FREE,<blank>,NULL,13,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,AUTO_INCREMENT,<blank>,NULL,14,NULL,20,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,TABLES,NULL,def,CREATE_TIME,<blank>,NULL,15,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,TABLES,NULL,def,UPDATE_TIME,<blank>,NULL,16,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,TABLES,NULL,def,CHECK_TIME,<blank>,NULL,17,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(32),YES,information_schema,select,TABLES,NULL,def,TABLE_COLLATION,<blank>,NULL,18,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,TABLES,0,def,CHECKSUM,<blank>,NULL,19,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,information_schema,select,TABLES,NULL,def,CREATE_OPTIONS,<blank>,NULL,20,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,<blank>,varchar(2048),NO,information_schema,select,TABLES,NULL,def,TABLE_COMMENT,<blank>,<blank>,21,utf8_general_ci,NULL,NULL,utf8,6144,2048
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,192,64
